species,cc,endemic,endemic_prob
Thryptomene naviculata,AU,def_endemic,def_endemic
Thryptomene nealensis,AU,def_endemic,def_endemic
Thryptomene nitida,AU,def_endemic,def_endemic
Thryptomene oligandra,AU,def_endemic,def_endemic
Thryptomene orbiculata,AU,def_endemic,def_endemic
Thryptomene parviflora,AU,def_endemic,def_endemic
Thryptomene pinifolia,,,NA
Thryptomene podantha,AU,def_endemic,def_endemic
Thryptomene racemulosa,AU,def_endemic,def_endemic
Thryptomene remota,AU,def_endemic,def_endemic
Thryptomene repens,AU,def_endemic,def_endemic
Thryptomene salina,AU,def_endemic,def_endemic
Thryptomene saxicola,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Thryptomene shirleyae,AU,def_endemic,def_endemic
Thryptomene spicata,AU,def_endemic,def_endemic
Thryptomene stapfii,AU,def_endemic,def_endemic
Thryptomene stenophylla,AU,def_endemic,def_endemic
Thryptomene striata,AU,def_endemic,def_endemic
Thryptomene strongylophylla,AU,def_endemic,def_endemic
Thryptomene urceolaris,AU,def_endemic,def_endemic
Thryptomene velutina,AU,def_endemic,def_endemic
Thryptomene wannooensis,AU,def_endemic,def_endemic
Thryptomene wittweri,AU,def_endemic,def_endemic
Thuarea involuta,AU_ID_JP_KI_MG_MV_MY_NC_PF_PG_PH_PN_SB_TH_TO_TW_WF_WS,probable non-endemic--PG dist,probable non-endemic
Thunbergia arnhemica,AU,def_endemic,def_endemic
Thyridia repens,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Thyridolepis mitchelliana,AU,def_endemic,def_endemic
Thyridolepis multiculmis,AU,def_endemic,def_endemic
Thyridolepis xerophila,AU_GH,likely_endemic,likely_endemic
Thysanotus acerosifolius,AU,def_endemic,def_endemic
Thysanotus anceps,AU,def_endemic,def_endemic
Thysanotus arbuscula,AU,def_endemic,def_endemic
Thysanotus arenarius,AU,def_endemic,def_endemic
Thysanotus asper,AU,def_endemic,def_endemic
Thysanotus banksii,AU,def_endemic,def_endemic
Thysanotus baueri,AU,def_endemic,def_endemic
Thysanotus brachiatus,AU,def_endemic,def_endemic
Thysanotus brachyantherus,AU,def_endemic,def_endemic
Thysanotus brevifolius,AU,def_endemic,def_endemic
Thysanotus chinensis,AU_CN_HK_ID_TH_TW,probable non-endemic--ID dist,probable non-endemic
Thysanotus cymosus,AU,def_endemic,def_endemic
Thysanotus dichotomus,AU,def_endemic,def_endemic
Thysanotus exiliflorus,AU,def_endemic,def_endemic
Thysanotus fastigiatus,AU,def_endemic,def_endemic
Thysanotus formosus,AU,def_endemic,def_endemic
Thysanotus fractiflexus,AU,def_endemic,def_endemic
Thysanotus gageoides,AU,def_endemic,def_endemic
Thysanotus glaucifolius,AU,def_endemic,def_endemic
Thysanotus glaucus,AU,def_endemic,def_endemic
Thysanotus gracilis,AU,def_endemic,def_endemic
Thysanotus isantherus,AU,def_endemic,def_endemic
Thysanotus juncifolius,AU,def_endemic,def_endemic
Thysanotus lavanduliflorus,AU,def_endemic,def_endemic
Thysanotus manglesianus,AU,def_endemic,def_endemic
Thysanotus multiflorus,AU,def_endemic,def_endemic
Thysanotus nudicaulis,AU,def_endemic,def_endemic
Thysanotus parviflorus,AU,def_endemic,def_endemic
Thysanotus patersonii,AU,def_endemic,def_endemic
Thysanotus pauciflorus,AU,def_endemic,def_endemic
Thysanotus pseudojunceus,AU,def_endemic,def_endemic
Thysanotus pyramidalis,AU,def_endemic,def_endemic
Thysanotus racemoides,AU,def_endemic,def_endemic
Thysanotus ramulosus,AU,def_endemic,def_endemic
Thysanotus rectantherus,AU,def_endemic,def_endemic
Thysanotus sabulosus,AU,def_endemic,def_endemic
Thysanotus scaber,AU,def_endemic,def_endemic
Thysanotus sparteus,AU,def_endemic,def_endemic
Thysanotus speckii,AU,def_endemic,def_endemic
Thysanotus spiniger,AU,def_endemic,def_endemic
Thysanotus tenellus,AU,def_endemic,def_endemic
Thysanotus tenuis,AU,def_endemic,def_endemic
Thysanotus teretifolius,AU,def_endemic,def_endemic
Thysanotus thyrsoideus,AU,def_endemic,def_endemic
Thysanotus triandrus,AU,def_endemic,def_endemic
Thysanotus tuberosus,AU,def_endemic,def_endemic
Thysanotus unicupensis,AU,def_endemic,def_endemic
Thysanotus vernalis,AU,def_endemic,def_endemic
Thysanotus virgatus,AU,def_endemic,def_endemic
Thysanotus wangariensis,AU,def_endemic,def_endemic
Tietkensia corrickiae,AU,def_endemic,def_endemic
Tiliacora australiana,AU,def_endemic,def_endemic
Timonius singularis,AU,def_endemic,def_endemic
Timonius timon,AU_ID_PF_PG_PW_SB_TL,probable non-endemic--PG dist,probable non-endemic
Tinospora esiangkara,AU,def_endemic,def_endemic
Tinospora smilacina,AU,def_endemic,def_endemic
Tinospora tinosporoides,AU,def_endemic,def_endemic
Tmesipteris elongata,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Tmesipteris norfolkensis,AU_NF,def_endemic,def_endemic
Tmesipteris obliqua,AU,def_endemic,def_endemic
Tmesipteris ovata,AU,def_endemic,def_endemic
Tmesipteris parva,AU,def_endemic,def_endemic
Tmesipteris truncata,AU_NC_SB,probable non-endemic--NC dist,probable non-endemic
Todea barbara,AU_MZ_NZ_ZA_ZW,possible non-endemic--NZ dist,probable non-endemic
Toechima daemelianum,AU,def_endemic,def_endemic
Toechima dasyrrhache,AU,def_endemic,def_endemic
Toechima erythrocarpum,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Toechima monticola,AU,def_endemic,def_endemic
Toechima pterocarpum,AU,def_endemic,def_endemic
Toechima tenax,AU,def_endemic,def_endemic
Tomophyllum walleri,AU_PG,probable non-endemic--PG dist,probable non-endemic
Toona ciliata,AU_BD_CN_CR_ID_IN_KE_MW_MZ_NP_PG_PH_ST_TH_TZ_US,probable non-endemic--PG dist,probable non-endemic
Torenia anagallis,AU_CN_HK_ID_IN_JP_LA_MM_PG_PH_TH_TW,probable non-endemic--PG dist,probable non-endemic
Torenia crustacea,AU_BD_BN_BO_BR_BZ_CD_CF_CI_CM_CN_CO_CR_DM_EC_GA_GF_GH_GY_HK_HN_ID_IN_JM_JP_KH_KR_LA_LK_LR_MG_MM_MQ_MX_MY_NG_NI_PA_PE_PF_PG_PH_PR_SB_SG_SR_SV_TH_TT_TW_TZ_US_VE_VN,probable non-endemic--PG dist,probable non-endemic
Townsonia viridis,AU,def_endemic,def_endemic
Toxocarpus lineatus,AU,def_endemic,def_endemic
Trachoma speciosum,AU_PG,probable non-endemic--PG dist,probable non-endemic
Trachoma stellatum,AU_PG,probable non-endemic--PG dist,probable non-endemic
Trachymene anisocarpa,AU,def_endemic,def_endemic
Trachymene bialata,AU,def_endemic,def_endemic
Trachymene bivestita,AU,def_endemic,def_endemic
Trachymene ceratocarpa,AU,def_endemic,def_endemic
Trachymene clivicola,AU,def_endemic,def_endemic
Trachymene coerulea,AU,def_endemic,def_endemic
Trachymene composita,AU,def_endemic,def_endemic
Trachymene croniniana,AU,def_endemic,def_endemic
Trachymene cussonii,AU,def_endemic,def_endemic
Trachymene cyanantha,AU,def_endemic,def_endemic
Trachymene cyanopetala,AU,def_endemic,def_endemic
Trachymene dendrothrix,AU,def_endemic,def_endemic
Trachymene didiscoides,AU,def_endemic,def_endemic
Trachymene dusenii,AU,def_endemic,def_endemic
Trachymene elachocarpa,AU,def_endemic,def_endemic
Trachymene geraniifolia,AU,def_endemic,def_endemic
Trachymene gilleniae,AU,def_endemic,def_endemic
Trachymene glandulosa,AU,def_endemic,def_endemic
Trachymene glaucifolia,AU,def_endemic,def_endemic
Trachymene grandis,AU,def_endemic,def_endemic
Trachymene hookeri,AU,def_endemic,def_endemic
Trachymene humilis,AU,def_endemic,def_endemic
Trachymene incisa,AU,def_endemic,def_endemic
Trachymene inflata,AU,def_endemic,def_endemic
Trachymene longipedunculata,AU,def_endemic,def_endemic
Trachymene microcephala,AU,def_endemic,def_endemic
Trachymene montana,AU,def_endemic,def_endemic
Trachymene ochracea,AU,def_endemic,def_endemic
Trachymene oleracea,AU,def_endemic,def_endemic
Trachymene ornata,AU,def_endemic,def_endemic
Trachymene pilbarensis,AU,def_endemic,def_endemic
Trachymene pilosa,AU,def_endemic,def_endemic
Trachymene procumbens,AU,def_endemic,def_endemic
Trachymene psammophila,AU,def_endemic,def_endemic
Trachymene pyrophila,AU,def_endemic,def_endemic
Trachymene rotundifolia,AU,def_endemic,def_endemic
Trachymene scapigera,AU_MY_PG,probable non-endemic--PG dist,probable non-endemic
Trachymene tenuifolia,AU,def_endemic,def_endemic
Trachymene thysanocarpa,AU,def_endemic,def_endemic
Trachymene umbratica,AU,def_endemic,def_endemic
Trachymene valida,AU,def_endemic,def_endemic
Trachymene villosa,AU,def_endemic,def_endemic
Trachystylis stradbrokensis,AU,def_endemic,def_endemic
Tragia arnhemica,AU,def_endemic,def_endemic
Tragia finalis,AU,def_endemic,def_endemic
Tragia novae-hollandiae,AU,def_endemic,def_endemic
Tragus australianus,AR_AU_GB_NC,probable non-endemic--NC dist,probable non-endemic
Trema orientalis,AO_AU_BF_BI_BJ_BN_CD_CF_CG_CI_CM_CN_ET_GA_GH_GN_GQ_GW_ID_IN_JP_KE_LA_LR_MG_ML_MM_MP_MW_MY_MZ_NG_PF_PG_PH_PW_RE_RW_SA_SB_SD_SL_SN_ST_SZ_TD_TG_TH_TL_TW_TZ_UG_US_VN_VU_WF_YT_ZA_ZM,probable non-endemic--PG dist,probable non-endemic
Trema tomentosa,AU_BN_CN_HK_ID_MY_PG_PH_TH_TL_TW_VN,probable non-endemic--PG dist,probable non-endemic
Tremandra diffusa,AU,def_endemic,def_endemic
Tremandra stelligera,AU,def_endemic,def_endemic
Tremulina cracens,AU,def_endemic,def_endemic
Tremulina tremula,AU,def_endemic,def_endemic
Trianthema compacta,AU,def_endemic,def_endemic
Trianthema cussackiana,AU,def_endemic,def_endemic
Trianthema glossostigma,AU,def_endemic,def_endemic
Trianthema kimberleyi,AU,def_endemic,def_endemic
Trianthema megasperma,AU,def_endemic,def_endemic
Trianthema oxycalyptra,AU,def_endemic,def_endemic
Trianthema patellitecta,AU,def_endemic,def_endemic
Trianthema pilosa,AU,def_endemic,def_endemic
Trianthema rhynchocalyptra,AU,def_endemic,def_endemic
Trianthema triquetra,AU_YE,possible non-endemic--YE dist,probable non-endemic
Trianthema turgidifolia,AU,def_endemic,def_endemic
Tribonanthes australis,AU,def_endemic,def_endemic
Tribonanthes brachypetala,AU,def_endemic,def_endemic
Tribonanthes longipetala,AU,def_endemic,def_endemic
Tribonanthes minor,AU,def_endemic,def_endemic
Tribonanthes purpurea,AU,def_endemic,def_endemic
Tribonanthes violacea,AU,def_endemic,def_endemic
Tribulopis angustifolia,AU,def_endemic,def_endemic
Tribulopis bicolor,AU,def_endemic,def_endemic
Tribulopis homalococca,AU,def_endemic,def_endemic
Tribulopis pentandra,AU,def_endemic,def_endemic
Tribulopis sessilis,AU,def_endemic,def_endemic
Tribulopis solandri,AU,def_endemic,def_endemic
Tribulus adelacanthus,AU,def_endemic,def_endemic
Tribulus astrocarpus,AU,def_endemic,def_endemic
Tribulus cistoides,AU_AW_BQ_BS_CI_CN_CO_CU_CV_CW_DO_EC_ET_GH_GT_HN_HT_ID_JM_KE_MG_MU_MX_MZ_NC_PF_PG_PH_PR_RE_SO_TC_TG_TH_TW_US_VE_YT,probable non-endemic--PG dist,probable non-endemic
Tribulus eichlerianus,AU,def_endemic,def_endemic
Tribulus forrestii,AU,def_endemic,def_endemic
Tribulus hirsutus,AU,def_endemic,def_endemic
Tribulus hystrix,AU,def_endemic,def_endemic
Tribulus macrocarpus,AU,def_endemic,def_endemic
Tribulus micrococcus,AU,def_endemic,def_endemic
Tribulus minutus,AU,def_endemic,def_endemic
Tribulus occidentalis,AU_TL,possible non-endemic--TL dist,probable non-endemic
Tribulus platypterus,AU,def_endemic,def_endemic
Tribulus ranunculiflorus,AU,def_endemic,def_endemic
Tribulus suberosus,AU,def_endemic,def_endemic
Trichanthodium baracchianum,AU,def_endemic,def_endemic
Trichanthodium exilis,AU,def_endemic,def_endemic
Trichanthodium scarlettianum,AU,def_endemic,def_endemic
Trichanthodium skirrophorum,AU,def_endemic,def_endemic
Trichodesma zeylanicum,AU_BI_CD_ET_ID_IN_KE_KM_MG_MW_MZ_PH_RE_RW_TH_TZ_VN_YT_ZM_ZW,probable non-endemic--ID dist,probable non-endemic
Trichoglottis australiensis,AU,def_endemic,def_endemic
Trichomanes majoriae,AU,def_endemic,def_endemic
Trichosanthes cucumerina,AU_BJ_CN_GH_ID_IN_LK_MG_NO_PH_TH,probable non-endemic--ID dist,probable non-endemic
Trichosanthes morrisii,AU,def_endemic,def_endemic
Trichosanthes odontosperma,AU,def_endemic,def_endemic
Trichosanthes pentaphylla,AU,def_endemic,def_endemic
Trichosanthes pilosa,AU_CN_ID_MM_MY_PG_PH_TH,probable non-endemic--PG dist,probable non-endemic
Trichosanthes subvelutina,AU,def_endemic,def_endemic
Trichospermum pleiostigma,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Tricoryne anceps,AU,def_endemic,def_endemic
Tricoryne corynothecoides,AU,def_endemic,def_endemic
Tricoryne elatior,AU,def_endemic,def_endemic
Tricoryne humilis,AU,def_endemic,def_endemic
Tricoryne muricata,AU,def_endemic,def_endemic
Tricoryne simplex,AU,def_endemic,def_endemic
Tricoryne soullierae,AU,def_endemic,def_endemic
Tricoryne tenella,AU,def_endemic,def_endemic
Tricoryne tuberosa,AU,def_endemic,def_endemic
Tricostularia aphylla,AU,def_endemic,def_endemic
Tricostularia compressa,AU,def_endemic,def_endemic
Tricostularia exsul,AU,def_endemic,def_endemic
Tricostularia neesii,AU,def_endemic,def_endemic
Tricostularia pauciflora,AU,def_endemic,def_endemic
Tricostularia undulata,AU_BN_ID_MY_PG_TH,probable non-endemic--PG dist,probable non-endemic
Triflorensia australis,AU,def_endemic,def_endemic
Triflorensia cameronii,AU,def_endemic,def_endemic
Triflorensia ixoroides,AU_PF_VU,possible non-endemic--VU dist,probable non-endemic
Trigastrotheca molluginis,AU,def_endemic,def_endemic
Triglochin calcitrapa,AU,def_endemic,def_endemic
Triglochin centrocarpa,AU,def_endemic,def_endemic
Triglochin hexagona,AU,def_endemic,def_endemic
Triglochin isingiana,AU,def_endemic,def_endemic
Triglochin longicarpa,AU,def_endemic,def_endemic
Triglochin minutissima,AU,def_endemic,def_endemic
Triglochin mucronata,AU,def_endemic,def_endemic
Triglochin muelleri,AU,def_endemic,def_endemic
Triglochin protuberans,AU,def_endemic,def_endemic
Triglochin stowardii,AU,def_endemic,def_endemic
Triglochin striata,AU_BR_CL_CU_ES_MG_MX_MZ_NZ_PE_PF_PT_US_ZA,possible non-endemic--NZ dist,probable non-endemic
Triglochin trichophora,AU,def_endemic,def_endemic
Triglochin turrifera,AU,def_endemic,def_endemic
Trigonella suavissima,AU,def_endemic,def_endemic
Trigonostemon inopinatus,AU,def_endemic,def_endemic
Trihaloragis hexandra,AU,def_endemic,def_endemic
Trimenia moorei,AU,def_endemic,def_endemic
Triodia acutispicula,AU,def_endemic,def_endemic
Triodia aeria,AU,def_endemic,def_endemic
Triodia angusta,AU,def_endemic,def_endemic
Triodia aristiglumis,AU,def_endemic,def_endemic
Triodia aurita,AU,def_endemic,def_endemic
Triodia barbata,AU,def_endemic,def_endemic
Triodia basedowii,AU,def_endemic,def_endemic
Triodia basitricha,AU,def_endemic,def_endemic
Triodia biflora,AU,def_endemic,def_endemic
Triodia birriliburu,AU,def_endemic,def_endemic
Triodia bitextura,AU,def_endemic,def_endemic
Triodia brizoides,AU,def_endemic,def_endemic
Triodia bromoides,AU,def_endemic,def_endemic
Triodia bunglensis,AU,def_endemic,def_endemic
Triodia burbidgeana,AU,def_endemic,def_endemic
Triodia bynoei,AU,def_endemic,def_endemic
Triodia caelestialis,AU,def_endemic,def_endemic
Triodia chichesterensis,AU,def_endemic,def_endemic
Triodia claytonii,AU,def_endemic,def_endemic
Triodia compacta,AU,def_endemic,def_endemic
Triodia concinna,AU,def_endemic,def_endemic
Triodia contorta,AU,def_endemic,def_endemic
Triodia cremnophila,AU,def_endemic,def_endemic
Triodia cunninghamii,AU,def_endemic,def_endemic
Triodia danthonioides,AU,def_endemic,def_endemic
Triodia desertorum,AU,def_endemic,def_endemic
Triodia dielsii,AU,def_endemic,def_endemic
Triodia epactia,AU,def_endemic,def_endemic
Triodia fissura,AU,def_endemic,def_endemic
Triodia fitzgeraldii,AU,def_endemic,def_endemic
Triodia glabra,AU,def_endemic,def_endemic
Triodia gracilis,AU,def_endemic,def_endemic
Triodia helmsii,AU,def_endemic,def_endemic
Triodia hubbardii,AU,def_endemic,def_endemic
Triodia inaequiloba,AU,def_endemic,def_endemic
Triodia infesta,AU,def_endemic,def_endemic
Triodia integra,,,NA
Triodia intermedia,AU,def_endemic,def_endemic
Triodia inutilis,AU,def_endemic,def_endemic
Triodia irritans,AU,def_endemic,def_endemic
Triodia lanata,AU,def_endemic,def_endemic
Triodia lanigera,AU,def_endemic,def_endemic
Triodia lanosa,AU,def_endemic,def_endemic
Triodia latzii,AU,def_endemic,def_endemic
Triodia longiceps,AU,def_endemic,def_endemic
Triodia longiloba,AU,def_endemic,def_endemic
Triodia longipalea,AU,def_endemic,def_endemic
Triodia mallota,AU,def_endemic,def_endemic
Triodia marginata,AU,def_endemic,def_endemic
Triodia melvillei,AU,def_endemic,def_endemic
Triodia microstachya,AU,def_endemic,def_endemic
Triodia mitchellii,AU,def_endemic,def_endemic
Triodia molesta,AU,def_endemic,def_endemic
Triodia nana,AU,def_endemic,def_endemic
Triodia pascoeana,AU,def_endemic,def_endemic
Triodia pisoliticola,AU,def_endemic,def_endemic
Triodia plectrachnoides,AU,def_endemic,def_endemic
Triodia plurinervata,AU,def_endemic,def_endemic
Triodia procera,AU,def_endemic,def_endemic
Triodia pungens,AU,def_endemic,def_endemic
Triodia racemigera,AU,def_endemic,def_endemic
Triodia radonensis,AU,def_endemic,def_endemic
Triodia rigidissima,AU,def_endemic,def_endemic
Triodia roscida,AU,def_endemic,def_endemic
Triodia salina,AU,def_endemic,def_endemic
Triodia scariosa,AU,def_endemic,def_endemic
Triodia schinzii,AU,def_endemic,def_endemic
Triodia scintillans,AU,def_endemic,def_endemic
Triodia secunda,AU,def_endemic,def_endemic
Triodia spicata,AU,def_endemic,def_endemic
Triodia stenostachya,AU,def_endemic,def_endemic
Triodia stipoides,AU,def_endemic,def_endemic
Triodia tomentosa,AU,def_endemic,def_endemic
Triodia triaristata,AU,def_endemic,def_endemic
Triodia triticoides,AU,def_endemic,def_endemic
Triodia uniaristata,AU,def_endemic,def_endemic
Triodia vanleeuwenii,AU,def_endemic,def_endemic
Triodia vella,AU,def_endemic,def_endemic
Triodia wiseana,AU,def_endemic,def_endemic
Trioncinia patens,,,NA
Trioncinia retroflexa,AU,def_endemic,def_endemic
Tripladenia cunninghamii,AU,def_endemic,def_endemic
Triplarina bancroftii,AU,def_endemic,def_endemic
Triplarina calophylla,AU,def_endemic,def_endemic
Triplarina imbricata,AU,def_endemic,def_endemic
Triplarina nitchaga,AU,def_endemic,def_endemic
Triplarina nowraensis,AU,def_endemic,def_endemic
Triplarina paludosa,AU,def_endemic,def_endemic
Triplarina volcanica,AU,def_endemic,def_endemic
Tripogon loliiformis,AU_PG,probable non-endemic--PG dist,probable non-endemic
Tripterococcus brunonis,AU,def_endemic,def_endemic
Triptilodiscus pygmaeus,AU,def_endemic,def_endemic
Triraphis mollis,AU_US,likely_endemic,likely_endemic
Trisetum spicatum,AR_AT_AU_BO_BT_CA_CH_CL_CN_CO_DE_DO_EC_ES_FI_FK_FR_GB_GL_GT_IN_IS_IT_JP_KG_KP_KZ_MN_MX_NO_NP_NZ_PE_PK_PM_RU_SE_SJ_TJ_US_UZ,probable non-endemic--IN dist,probable non-endemic
Tristania neriifolia,AU,def_endemic,def_endemic
Tristaniopsis collina,AU,def_endemic,def_endemic
Tristaniopsis exiliflora,AU,def_endemic,def_endemic
Tristaniopsis laurina,AU_NZ_US,possible non-endemic--NZ dist,probable non-endemic
Tristellateia australasiae,AU_CI_CN_GH_HK_ID_JP_MY_PF_PG_PH_RE_SG_TH_TW_US_YT,probable non-endemic--PG dist,probable non-endemic
Tristiropsis acutangula,AU_ID_PG_PH_SB,probable non-endemic--PG dist,probable non-endemic
Tristiropsis canarioides,PG,probable non-endemic--PG dist,probable non-endemic
Trithuria austinensis,AU,def_endemic,def_endemic
Trithuria australis,AU,def_endemic,def_endemic
Trithuria bibracteata,AU,def_endemic,def_endemic
Trithuria cookeana,,,NA
Trithuria cowieana,AU,def_endemic,def_endemic
Trithuria filamentosa,AU,def_endemic,def_endemic
Trithuria lanterna,AU,def_endemic,def_endemic
Trithuria polybracteata,,,NA
Trithuria submersa,AU,def_endemic,def_endemic
Triumfetta albida,AU,def_endemic,def_endemic
Triumfetta annua,ID,probable non-endemic--ID dist,probable non-endemic
Triumfetta antrorsa,AU,def_endemic,def_endemic
Triumfetta appendiculata,AU,def_endemic,def_endemic
Triumfetta aquila,AU,def_endemic,def_endemic
Triumfetta arnhemica,AU,def_endemic,def_endemic
Triumfetta aspera,AU,def_endemic,def_endemic
Triumfetta bradshawii,AU,def_endemic,def_endemic
Triumfetta breviaculeata,AU,def_endemic,def_endemic
Triumfetta carteri,AU,def_endemic,def_endemic
Triumfetta centralis,AU,def_endemic,def_endemic
Triumfetta chaetocarpa,AU,def_endemic,def_endemic
Triumfetta cinerea,AU,def_endemic,def_endemic
Triumfetta cladara,AU,def_endemic,def_endemic
Triumfetta clementii,AU,def_endemic,def_endemic
Triumfetta clivorum,AU,def_endemic,def_endemic
Triumfetta coronata,AU,def_endemic,def_endemic
Triumfetta denticulata,AU,def_endemic,def_endemic
Triumfetta deserticola,AU,def_endemic,def_endemic
Triumfetta echinata,AU,def_endemic,def_endemic
Triumfetta fissurata,AU,def_endemic,def_endemic
Triumfetta glaucescens,AU,def_endemic,def_endemic
Triumfetta hapala,AU,def_endemic,def_endemic
Triumfetta incana,AU,def_endemic,def_endemic
Triumfetta inermis,AU,def_endemic,def_endemic
Triumfetta johnstonii,AU,def_endemic,def_endemic
Triumfetta kenneallyi,AU,def_endemic,def_endemic
Triumfetta leptacantha,AU,def_endemic,def_endemic
Triumfetta litticola,AU,def_endemic,def_endemic
Triumfetta longipedunculata,AU,def_endemic,def_endemic
Triumfetta maconochieana,AU,def_endemic,def_endemic
Triumfetta marsupiata,AU,def_endemic,def_endemic
Triumfetta mellina,AU,def_endemic,def_endemic
Triumfetta micracantha,AU,def_endemic,def_endemic
Triumfetta mitchellii,AU,def_endemic,def_endemic
Triumfetta monstrosa,AU,def_endemic,def_endemic
Triumfetta nutans,AU,def_endemic,def_endemic
Triumfetta oenpelliensis,AU,def_endemic,def_endemic
Triumfetta pannosa,AU,def_endemic,def_endemic
Triumfetta parviflora,AU,def_endemic,def_endemic
Triumfetta plumigera,AU,def_endemic,def_endemic
Triumfetta procumbens,AU_CK_FM_ID_JP_NC_PF_PG_PN_SB_TW,probable non-endemic--PG dist,probable non-endemic
Triumfetta propinqua,AU,def_endemic,def_endemic
Triumfetta prostrata,AU,def_endemic,def_endemic
Triumfetta pustulata,AU,def_endemic,def_endemic
Triumfetta ramosa,AU,def_endemic,def_endemic
Triumfetta reflexa,AU,def_endemic,def_endemic
Triumfetta repens,AU_ID_MG,probable non-endemic--ID dist,probable non-endemic
Triumfetta rubiginosa,AU,def_endemic,def_endemic
Triumfetta rupestris,AU,def_endemic,def_endemic
Triumfetta ryeae,AU,def_endemic,def_endemic
Triumfetta saccata,,,NA
Triumfetta simulans,AU,def_endemic,def_endemic
Triumfetta sylvicola,AU,def_endemic,def_endemic
Triumfetta tenuiseta,AU,def_endemic,def_endemic
Triumfetta triandra,AU,def_endemic,def_endemic
Triumfetta trisecta,AU,def_endemic,def_endemic
Triumfetta viridis,AU,def_endemic,def_endemic
Triumfetta winneckeana,AU,def_endemic,def_endemic
Triunia kittredgei,AU,def_endemic,def_endemic
Triunia montana,AU,def_endemic,def_endemic
Triunia robusta,AU,def_endemic,def_endemic
Triunia youngiana,AU,def_endemic,def_endemic
Trochocarpa clarkei,AU,def_endemic,def_endemic
Trochocarpa cunninghamii,AU,def_endemic,def_endemic
Trochocarpa disticha,AU,def_endemic,def_endemic
Trochocarpa gunnii,AU,def_endemic,def_endemic
Trochocarpa laurina,AU_ID,probable non-endemic--ID dist,probable non-endemic
Trochocarpa montana,AU,def_endemic,def_endemic
Trochocarpa thymifolia,AU,def_endemic,def_endemic
Tropidia territorialis,,,NA
Tropidia viridifusca,NC,probable non-endemic--NC dist,probable non-endemic
Trymalium angustifolium,AU,def_endemic,def_endemic
Trymalium daphnifolium,AU,def_endemic,def_endemic
Trymalium densiflorum,,,NA
Trymalium elachophyllum,AU,def_endemic,def_endemic
Trymalium floribundum,AU,def_endemic,def_endemic
Trymalium ledifolium,AU,def_endemic,def_endemic
Trymalium monospermum,AU,def_endemic,def_endemic
Trymalium myrtillus,AU,def_endemic,def_endemic
Trymalium odoratissimum,AU,def_endemic,def_endemic
Trymalium urceolare,AU,def_endemic,def_endemic
Trymalium venustum,AU,def_endemic,def_endemic
Trymalium wayi,AU,def_endemic,def_endemic
Turraea pubescens,AU_CN_ID_IN_LA_PG_PH_TH,probable non-endemic--PG dist,probable non-endemic
Typha domingensis,AM_AR_AU_AW_AZ_BF_BJ_BO_BQ_BR_BS_BZ_CI_CN_CO_CR_CU_DO_DZ_EC_ES_ET_FR_GE_GF_GH_GP_GR_GT_GY_HN_HR_HT_ID_IL_IN_IT_JM_JP_KE_MA_MG_ML_MR_MX_MY_MZ_NE_NG_NI_OM_PA_PE_PF_PH_PR_PT_PY_RE_RU_RW_SD_SN_SV_TD_TG_TL_TM_TN_TR_TZ_UA_US_VE_YE_ZA_ZM,probable non-endemic--ID dist,probable non-endemic
Typha orientalis,AU_CN_JP_KR_NZ_PG_TW_US_ZA,probable non-endemic--PG dist,probable non-endemic
Typhonium alismifolium,AU,def_endemic,def_endemic
Typhonium angustilobum,AU,def_endemic,def_endemic
Typhonium brownii,AU,def_endemic,def_endemic
Typhonium cochleare,AU,def_endemic,def_endemic
Typhonium eliosurum,AU,def_endemic,def_endemic
Typhonium flagelliforme,AU_CN_LA_TH,possible non-endemic--TH dist,probable non-endemic
Typhonium johnsonianum,AU,def_endemic,def_endemic
Typhonium jonesii,AU,def_endemic,def_endemic
Typhonium liliifolium,AU,def_endemic,def_endemic
Typhonium mirabile,AU,def_endemic,def_endemic
Typhonium nudibaccatum,AU,def_endemic,def_endemic
Typhonium peltandroides,AU,def_endemic,def_endemic
Typhonium praetermissum,AU,def_endemic,def_endemic
Typhonium russell-smithii,AU,def_endemic,def_endemic
Typhonium taylorii,AU,def_endemic,def_endemic
Typhonium weipanum,AU,def_endemic,def_endemic
Typhonium wilbertii,AU,def_endemic,def_endemic
Tyrbastes glaucescens,AU,def_endemic,def_endemic
Uncaria callophylla,AU_BN_ID_MY_PG_TH,probable non-endemic--PG dist,probable non-endemic
Uncaria cordata,AU_BN_ID_KH_MY_PG_PH_TH,probable non-endemic--PG dist,probable non-endemic
Uncaria lanosa,AU_BN_ID_MY_PG_PH_PW_SB_TH_TW_VN,probable non-endemic--PG dist,probable non-endemic
Ungeria floribunda,,,NA
Uranthoecium truncatum,AU,def_endemic,def_endemic
Uraria lagopodioides,AU_CN_ID_JP_KH_LA_NC_PG_PH_SB_TH_TL_TW_VN_WF_WS,probable non-endemic--PG dist,probable non-endemic
