species,cc,endemic,endemic_prob
Loxocarya magna,AU,def_endemic,def_endemic
Loxocarya striata,AU,def_endemic,def_endemic
Ludwigia adscendens,AO_AU_BF_BJ_BW_CD_CG_CI_CM_CN_ET_FR_GA_GH_GN_GW_HK_ID_IL_IN_JP_KE_KH_LA_MG_ML_MX_MZ_NE_NG_PG_PH_PY_SD_SG_SN_SY_SZ_TD_TG_TH_TL_TR_TW_TZ_US_VN_ZA_ZW,probable non-endemic--PG dist,probable non-endemic
Ludwigia hyssopifolia,AU_BF_BJ_BN_BO_BR_CD_CG_CI_CM_CN_CO_CR_CU_DO_EC_ES_FM_GA_GF_GH_GN_GT_GW_GY_HN_ID_IN_JP_LA_LR_MG_ML_MM_MR_MX_MY_NE_NG_NI_NL_NP_NZ_PA_PE_PG_PH_SB_SG_SL_SN_SR_SV_TG_TH_TW_VE_VN_WS,probable non-endemic--PG dist,probable non-endemic
Ludwigia octovalvis,AO_AR_AU_AW_BF_BI_BJ_BN_BO_BR_BS_BW_BZ_CD_CF_CI_CL_CM_CN_CO_CR_CU_CV_CW_DM_DO_EC_ET_FM_GA_GF_GH_GN_GP_GQ_GT_GY_HK_HN_HT_ID_IN_JM_JP_KI_KR_LK_LR_MG_ML_MM_MQ_MR_MX_MY_MZ_NC_NE_NG_NI_NP_PA_PE_PF_PG_PH_PR_PY_SB_SG_SL_SN_SR_SV_SZ_TD_TG_TH_TL_TT_TW_TZ_US_VE_VI_VN_WF_ZA_ZM_ZW,probable non-endemic--PG dist,probable non-endemic
Ludwigia peploides,AR_AU_BE_BO_BR_BZ_CA_CL_CN_CO_CR_CU_DO_EC_ES_FR_GT_HN_HT_IT_JM_JP_MX_NI_NL_NZ_PE_PF_PR_PT_PY_SV_US_UY_VE,possible non-endemic--NZ dist,probable non-endemic
Ludwigia perennis,AF_AU_BF_BI_BJ_CM_CN_GH_ID_IN_KE_MG_ML_SN_TD_TW,probable non-endemic--ID dist,probable non-endemic
Luffa aegyptiaca,AR_AU_BF_BI_BJ_BO_BR_BZ_CD_CI_CM_CN_CO_CR_CU_EC_ET_FM_GA_GH_GM_GN_GQ_GT_GW_GY_HN_ID_JP_KR_LA_LR_MG_MX_MZ_NC_NE_NG_NI_PA_PE_PG_PH_PR_PY_SN_SV_TD_TG_TH_TL_TZ_US_VE_VI_VN,probable non-endemic--PG dist,probable non-endemic
Luffa graveolens,AU,def_endemic,def_endemic
Luffa saccata,AU,def_endemic,def_endemic
Luisia tristis,AU,def_endemic,def_endemic
Lumnitzera littorea,AU_BN_CN_FM_ID_KH_MH_MM_MY_NC_PG_PH_SB_SG_TH_TO_VN,probable non-endemic--PG dist,probable non-endemic
Lumnitzera racemosa,AU_BN_CN_HK_ID_IN_JP_KE_KH_KM_LK_MG_MY_MZ_NC_PG_PH_SC_SG_TH_TL_TW_TZ_VN_YT_ZA,probable non-endemic--PG dist,probable non-endemic
Lunasia amara,AU_ID_MY_PG_PH_TL,probable non-endemic--PG dist,probable non-endemic
Luvunga monophylla,AU_TL,possible non-endemic--TL dist,probable non-endemic
Luzula acutifolia,AU,def_endemic,def_endemic
Luzula alpestris,AU,def_endemic,def_endemic
Luzula atrata,AU,def_endemic,def_endemic
Luzula australasica,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Luzula crinita,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Luzula densiflora,AU_US,likely_endemic,likely_endemic
Luzula flaccida,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Luzula longiflora,AU,def_endemic,def_endemic
Luzula meridionalis,AU,def_endemic,def_endemic
Luzula modesta,AU,def_endemic,def_endemic
Luzula novae-cambriae,AU,def_endemic,def_endemic
Luzula ovata,AU,def_endemic,def_endemic
Luzula poimena,AU,def_endemic,def_endemic
Lycianthes biflora,CN_ID_JP_MY_PG_PH_TH_TW_VN,probable non-endemic--PG dist,probable non-endemic
Lycianthes shanesii,AU,def_endemic,def_endemic
Lycium australe,AU,def_endemic,def_endemic
Lycopodiella cernua,AO_AU_BJ_BN_BR_CO_CR_CU_EC_ID_JM_JP_MX_MY_NZ_PH_PT_RE_TG_TH_US,probable non-endemic--ID dist,probable non-endemic
Lycopodium vestitum,ID_MY,probable non-endemic--ID dist,probable non-endemic
Lycopus australis,AU,def_endemic,def_endemic
Lyginia barbata,AU,def_endemic,def_endemic
Lyginia excelsa,AU,def_endemic,def_endemic
Lyginia imberbis,AU,def_endemic,def_endemic
Lygodium flexuosum,AU_BN_BO_BR_CN_CO_EC_GY_HN_ID_IN_JM_KH_LA_LK_MM_MX_MY_NP_PG_PH_PY_TH_TL_TT_VE_VN,probable non-endemic--PG dist,probable non-endemic
Lygodium microphyllum,AO_AU_BI_BJ_BN_CD_CG_CI_CM_CN_GA_GH_GQ_GW_GY_HK_ID_JP_KE_KH_LA_LK_LR_MU_MY_MZ_NC_NG_PG_PH_PW_SB_SG_TH_TW_TZ_UG_US_VN_ZA_ZM,probable non-endemic--PG dist,probable non-endemic
Lygodium reticulatum,AU_NC_PF_SB_VU,probable non-endemic--NC dist,probable non-endemic
Lyperanthus serratus,AU,def_endemic,def_endemic
Lyperanthus suaveolens,AU,def_endemic,def_endemic
Lysiana casuarinae,AU,def_endemic,def_endemic
Lysiana exocarpi,AU,def_endemic,def_endemic
Lysiana filifolia,AU,def_endemic,def_endemic
Lysiana linearifolia,AU,def_endemic,def_endemic
Lysiana maritima,AU,def_endemic,def_endemic
Lysiana murrayi,AU,def_endemic,def_endemic
Lysiana spathulata,AU,def_endemic,def_endemic
Lysiana subfalcata,AU,def_endemic,def_endemic
Lysicarpus angustifolius,AU,def_endemic,def_endemic
Lysimachia fortunei,AU_BE_CN_JP_KP_KR_TW,possible non-endemic--TW dist,probable non-endemic
Lysimachia japonica,AU_CN_GE_ID_JP_KR_PG_TH_TW_US,probable non-endemic--PG dist,probable non-endemic
Lysimachia ovalis,AU_BF_BJ_BO_BR_BZ_CD_CM_CO_CR_CU_GH_GN_GT_HN_MX_NG_NI_PA_PY_SV_TZ_US_VE,possible non-endemic--TZ dist,probable non-endemic
Lysimachia vulgaris,AM_AT_BG_BY_CA_CH_CN_CZ_DE_DK_EE_ES_FI_FR_GB_GR_HR_HU_IE_IT_JP_KZ_LT_LV_ME_NO_NZ_PL_PT_RO_RS_RU_SE_SI_SK_TR_UA_US,possible non-endemic--NZ dist,probable non-endemic
Lysinema ciliatum,AU,def_endemic,def_endemic
Lysinema conspicuum,AU,def_endemic,def_endemic
Lysinema elegans,AU,def_endemic,def_endemic
Lysinema fimbriatum,AU,def_endemic,def_endemic
Lysinema lasianthum,AU,def_endemic,def_endemic
Lysiosepalum abollatum,AU,def_endemic,def_endemic
Lysiosepalum aromaticum,AU,def_endemic,def_endemic
Lysiosepalum involucratum,AU,def_endemic,def_endemic
Lysiosepalum rugosum,AU,def_endemic,def_endemic
Lysiphyllum binatum,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Lysiphyllum carronii,AU_US,likely_endemic,likely_endemic
Lysiphyllum cunninghamii,AU,def_endemic,def_endemic
Lysiphyllum gilvum,AU,def_endemic,def_endemic
Lysiphyllum hookeri,AU,def_endemic,def_endemic
Lythrum hyssopifolia,AR_AT_AU_AZ_BE_BG_BR_CA_CH_CL_CZ_DE_DK_DZ_ES_FR_GB_GR_HU_IL_IT_JP_MA_MX_NL_NO_NZ_PL_PT_RU_SE_SI_SK_TN_TR_TW_UA_US_ZA,possible non-endemic--NZ dist,probable non-endemic
Lythrum paradoxum,AU,def_endemic,def_endemic
Lythrum salicaria,AL_AM_AT_AU_AZ_BA_BG_BY_CA_CH_CN_DE_EE_ES_ET_FI_FR_GB_GE_GR_HR_HU_IE_IL_IT_JP_KP_KR_KZ_LB_LT_LV_MA_MD_ME_MK_NO_NZ_PL_PT_RO_RS_RU_SE_SI_SK_SY_TR_UA_US,possible non-endemic--NZ dist,probable non-endemic
Lythrum wilsonii,AU,def_endemic,def_endemic
Macadamia integrifolia,AU_BR_CO_CR_MX_SV_US_ZA,possible endemic--strange dist,likely_endemic
Macadamia jansenii,AU,def_endemic,def_endemic
Macadamia ternifolia,AU_GH_MX_MZ_US,possible non-endemic--MZ dist,probable non-endemic
Macadamia tetraphylla,AU_KE_NZ_US,possible non-endemic--NZ dist,probable non-endemic
Macaranga dallachyana,AU,def_endemic,def_endemic
Macaranga inamoena,AU,def_endemic,def_endemic
Macaranga involucrata,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Macaranga polyadenia,AU_ID_PG_SB,probable non-endemic--PG dist,probable non-endemic
Macaranga subdentata,AU,def_endemic,def_endemic
Macaranga tanarius,AU_BN_CN_HK_ID_IN_JP_LA_MY_PG_PH_SB_TH_TL_TW_US_VU,probable non-endemic--PG dist,probable non-endemic
Macarthuria apetala,AU,def_endemic,def_endemic
Macarthuria australis,AU,def_endemic,def_endemic
Macarthuria complanata,AU,def_endemic,def_endemic
Macarthuria ephedroides,AU,def_endemic,def_endemic
Macarthuria georgeana,AU,def_endemic,def_endemic
Macarthuria intricata,AU,def_endemic,def_endemic
Macarthuria keigheryi,AU,def_endemic,def_endemic
Macarthuria neocambrica,AU,def_endemic,def_endemic
Macarthuria vertex,AU,def_endemic,def_endemic
Macgregoria racemigera,AU,def_endemic,def_endemic
Machaerina acuta,AU,def_endemic,def_endemic
Machaerina arthrophylla,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Machaerina articulata,AU_NC_NZ,probable non-endemic--NC dist,probable non-endemic
Machaerina insularis,AU,def_endemic,def_endemic
Machaerina johnsonii,AU,def_endemic,def_endemic
Machaerina juncea,AU_NC_NZ,probable non-endemic--NC dist,probable non-endemic
Machaerina laxa,AU,def_endemic,def_endemic
Machaerina muelleri,AU,def_endemic,def_endemic
Machaerina nuda,AU,def_endemic,def_endemic
Machaerina planifolia,AU,def_endemic,def_endemic
Machaerina preissii,AU,def_endemic,def_endemic
Machaerina rubiginosa,AU_ID_JP_NC_NZ_PG_PH_TL,probable non-endemic--PG dist,probable non-endemic
Machaerina teretifolia,AU_ID_NZ,probable non-endemic--ID dist,probable non-endemic
Machaerina tetragona,AU,def_endemic,def_endemic
Machaerina vaginalis,AU,def_endemic,def_endemic
Mackinlaya confusa,AU,def_endemic,def_endemic
Mackinlaya macrosciadea,AU,def_endemic,def_endemic
Macropidia fuliginosa,AU,def_endemic,def_endemic
Macropiper excelsum,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Macropiper hooglandii,AU,def_endemic,def_endemic
Macropsychanthus hexander,AU_BJ_CD_CF_CI_CM_GA_GH_GQ_ID_LR_MY_PG_PH,probable non-endemic--PG dist,probable non-endemic
Macropteranthes fitzalanii,AU,def_endemic,def_endemic
Macropteranthes kekwickii,AU,def_endemic,def_endemic
Macropteranthes leichhardtii,AU,def_endemic,def_endemic
Macropteranthes leiocaulis,AU,def_endemic,def_endemic
Macropteranthes montana,AU,def_endemic,def_endemic
Macrothelypteris polypodioides,AU_ID_PF_PG_PH_SB_TW,probable non-endemic--PG dist,probable non-endemic
Macrothelypteris torresiana,AR_AU_BO_BR_BZ_CK_CN_CO_CR_CU_DO_EC_FM_GT_HK_HN_HT_ID_IN_JM_JP_MG_MX_NC_NI_NZ_PA_PE_PF_PG_PH_PR_PY_RE_SB_SV_TH_TL_TT_TW_TZ_US_VE_VN_WF_WS_YT,probable non-endemic--PG dist,probable non-endemic
Macrozamia cardiacensis,AU,def_endemic,def_endemic
Macrozamia communis,AU,def_endemic,def_endemic
Macrozamia concinna,AU,def_endemic,def_endemic
Macrozamia conferta,AU,def_endemic,def_endemic
Macrozamia cranei,AU,def_endemic,def_endemic
Macrozamia crassifolia,AU,def_endemic,def_endemic
Macrozamia diplomera,AU,def_endemic,def_endemic
Macrozamia douglasii,AU,def_endemic,def_endemic
Macrozamia dyeri,AU,def_endemic,def_endemic
Macrozamia elegans,AU,def_endemic,def_endemic
Macrozamia fawcettii,AU_US,likely_endemic,likely_endemic
Macrozamia fearnsidei,AU,def_endemic,def_endemic
Macrozamia flexuosa,AU,def_endemic,def_endemic
Macrozamia fraseri,AU,def_endemic,def_endemic
Macrozamia glaucophylla,AU,def_endemic,def_endemic
Macrozamia heteromera,AU,def_endemic,def_endemic
Macrozamia humilis,AU,def_endemic,def_endemic
Macrozamia johnsonii,AU,def_endemic,def_endemic
Macrozamia lomandroides,AU,def_endemic,def_endemic
Macrozamia longispina,AU,def_endemic,def_endemic
Macrozamia lucida,AU_US,likely_endemic,likely_endemic
Macrozamia macdonnellii,AU,def_endemic,def_endemic
Macrozamia machinii,AU,def_endemic,def_endemic
Macrozamia macleayi,AU,def_endemic,def_endemic
Macrozamia miquelii,AU,def_endemic,def_endemic
Macrozamia montana,AU,def_endemic,def_endemic
Macrozamia moorei,AU,def_endemic,def_endemic
Macrozamia mountperriensis,AU,def_endemic,def_endemic
Macrozamia occidua,AU,def_endemic,def_endemic
Macrozamia parcifolia,AU,def_endemic,def_endemic
Macrozamia pauli-guilielmi,AU,def_endemic,def_endemic
Macrozamia platyrhachis,AU,def_endemic,def_endemic
Macrozamia plurinervia,AU,def_endemic,def_endemic
Macrozamia polymorpha,AU,def_endemic,def_endemic
Macrozamia reducta,AU,def_endemic,def_endemic
Macrozamia riedlei,AU,def_endemic,def_endemic
Macrozamia secunda,AU,def_endemic,def_endemic
Macrozamia serpentina,AU,def_endemic,def_endemic
Macrozamia spiralis,AU,def_endemic,def_endemic
Macrozamia stenomera,AU,def_endemic,def_endemic
Macrozamia viridis,AU,def_endemic,def_endemic
Maesa dependens,AU,def_endemic,def_endemic
Maesa haplobotrys,AU_ID_PG_SB,probable non-endemic--PG dist,probable non-endemic
Maireana amoena,AU,def_endemic,def_endemic
Maireana aphylla,AU,def_endemic,def_endemic
Maireana appressa,AU,def_endemic,def_endemic
Maireana astrotricha,AU,def_endemic,def_endemic
Maireana atkinsiana,AU,def_endemic,def_endemic
Maireana brevifolia,AU_CL_ES_ZA,possible endemic--strange dist,likely_endemic
Maireana campanulata,AU,def_endemic,def_endemic
Maireana cannonii,AU,def_endemic,def_endemic
Maireana carnosa,AU,def_endemic,def_endemic
Maireana cheelii,AU,def_endemic,def_endemic
Maireana ciliata,AU,def_endemic,def_endemic
Maireana convexa,AU,def_endemic,def_endemic
Maireana coronata,AU,def_endemic,def_endemic
Maireana decalvans,AU,def_endemic,def_endemic
Maireana dichoptera,AU,def_endemic,def_endemic
Maireana diffusa,AU,def_endemic,def_endemic
Maireana enchylaenoides,AU,def_endemic,def_endemic
Maireana eriantha,AU,def_endemic,def_endemic
Maireana erioclada,AU,def_endemic,def_endemic
Maireana eriosphaera,AU,def_endemic,def_endemic
Maireana excavata,AU,def_endemic,def_endemic
Maireana georgei,AU,def_endemic,def_endemic
Maireana glomerifolia,AU,def_endemic,def_endemic
Maireana humillima,AU,def_endemic,def_endemic
Maireana integra,AU,def_endemic,def_endemic
Maireana lanosa,AU,def_endemic,def_endemic
Maireana lobiflora,AU,def_endemic,def_endemic
Maireana luehmannii,AU,def_endemic,def_endemic
Maireana marginata,AU,def_endemic,def_endemic
Maireana melanocarpa,AU,def_endemic,def_endemic
Maireana melanocoma,AU,def_endemic,def_endemic
Maireana microcarpa,AU,def_endemic,def_endemic
Maireana microphylla,AU,def_endemic,def_endemic
Maireana murrayana,AU,def_endemic,def_endemic
Maireana obrienii,AU,def_endemic,def_endemic
Maireana oppositifolia,AU,def_endemic,def_endemic
Maireana ovata,AU,def_endemic,def_endemic
Maireana pentagona,AU,def_endemic,def_endemic
Maireana pentatropis,AU,def_endemic,def_endemic
Maireana planifolia,AU,def_endemic,def_endemic
Maireana platycarpa,AU,def_endemic,def_endemic
Maireana polypterygia,AU,def_endemic,def_endemic
Maireana prosthecochaeta,AU,def_endemic,def_endemic
Maireana pyramidata,AU,def_endemic,def_endemic
Maireana radiata,AU,def_endemic,def_endemic
Maireana rohrlachii,AU,def_endemic,def_endemic
Maireana schistocarpa,AU,def_endemic,def_endemic
Maireana sclerolaenoides,AU,def_endemic,def_endemic
Maireana scleroptera,AU,def_endemic,def_endemic
Maireana sedifolia,AU,def_endemic,def_endemic
Maireana spongiocarpa,AU,def_endemic,def_endemic
Maireana stipitata,AU,def_endemic,def_endemic
Maireana suaedifolia,AU,def_endemic,def_endemic
Maireana thesioides,AU,def_endemic,def_endemic
Maireana tomentosa,AU,def_endemic,def_endemic
Maireana trichoptera,AU,def_endemic,def_endemic
Maireana triptera,AU,def_endemic,def_endemic
Maireana turbinata,AU,def_endemic,def_endemic
Maireana villosa,AU,def_endemic,def_endemic
Malacocera albolanata,AU,def_endemic,def_endemic
Malacocera biflora,AU,def_endemic,def_endemic
Malacocera gracilis,AU,def_endemic,def_endemic
Malacocera tricornis,AU,def_endemic,def_endemic
Malaisia scandens,AU_CN_FJ_ID_MY_NC_PG_PH_SG_TH_TL_TW_VN_VU,probable non-endemic--PG dist,probable non-endemic
Malleostemon costatus,AU,def_endemic,def_endemic
Malleostemon decipiens,AU,def_endemic,def_endemic
Malleostemon hursthousei,AU,def_endemic,def_endemic
Malleostemon microphyllus,AU,def_endemic,def_endemic
Malleostemon minilyaensis,AU,def_endemic,def_endemic
Malleostemon nephroideus,AU,def_endemic,def_endemic
Malleostemon nerrenensis,AU,def_endemic,def_endemic
Malleostemon pedunculatus,AU,def_endemic,def_endemic
Malleostemon peltiger,AU,def_endemic,def_endemic
Malleostemon pentagonus,AU,def_endemic,def_endemic
Malleostemon pustulatus,AU,def_endemic,def_endemic
Malleostemon roseus,AU,def_endemic,def_endemic
Malleostemon tuberculatus,AU,def_endemic,def_endemic
Malleostemon uniflorus,AU,def_endemic,def_endemic
Mallotus claoxyloides,AU_PG,probable non-endemic--PG dist,probable non-endemic
Mallotus discolor,AU,def_endemic,def_endemic
Mallotus dispersus,AU_PG,probable non-endemic--PG dist,probable non-endemic
Mallotus ficifolius,AU,def_endemic,def_endemic
Mallotus megadontus,AU,def_endemic,def_endemic
Mallotus mollissimus,AU_ID_MY_PG_PH_SB_TL,probable non-endemic--PG dist,probable non-endemic
Mallotus nesophilus,AU_PG,probable non-endemic--PG dist,probable non-endemic
Mallotus paniculatus,AU_CN_HK_ID_JP_KH_LA_MX_MY_PG_PH_SG_TH_TW_VN,probable non-endemic--PG dist,probable non-endemic
Mallotus philippensis,AU_BT_CN_ID_IN_JP_KH_LA_LK_MM_MY_NP_PG_PH_PK_SB_TH_TL_TW_US_VN,probable non-endemic--PG dist,probable non-endemic
Mallotus pleiogynus,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Mallotus polyadenos,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Mallotus repandus,AU_CN_ID_IN_LK_NC_PG_PH_TH_TW_VN_VU,probable non-endemic--PG dist,probable non-endemic
Mallotus resinosus,AU_ID_IN_LK_MY_PG_PH_TH_TL_VN,probable non-endemic--PG dist,probable non-endemic
Mallotus surculosus,AU,def_endemic,def_endemic
Malva australiana,AU,def_endemic,def_endemic
Malva weinmanniana,AU,def_endemic,def_endemic
Malvastrum chillagoense,AU,def_endemic,def_endemic
Mammea odorata,FM_GU_ID_PG_TL_TO,probable non-endemic--PG dist,probable non-endemic
Mammea touriga,AU,def_endemic,def_endemic
Manilkara kauki,AU_ID_MY_PG_PH,probable non-endemic--PG dist,probable non-endemic
Mapania macrocephala,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Mapania sumatrana,AU_PG,probable non-endemic--PG dist,probable non-endemic
Maranthes corymbosa,AU_BN_ID_MY_PA_PG_PH_SG_TH,probable non-endemic--PG dist,probable non-endemic
Margaritaria dubium-traceyi,AU,def_endemic,def_endemic
Margaritaria indica,AU_ID_IN_JP_LK_MY_PH_TH_TW_VN,probable non-endemic--ID dist,probable non-endemic
Marianthus angustifolius,AU,def_endemic,def_endemic
Marianthus aquilonaris,AU,def_endemic,def_endemic
Marianthus bicolor,AU,def_endemic,def_endemic
Marianthus bignoniaceus,AU,def_endemic,def_endemic
Marianthus candidus,AU,def_endemic,def_endemic
Marianthus coeruleo-punctatus,AU,def_endemic,def_endemic
Marianthus drummondianus,AU,def_endemic,def_endemic
Marianthus dryandra,,,NA
Marianthus erubescens,AU,def_endemic,def_endemic
Marianthus floribundus,AU,def_endemic,def_endemic
Marianthus granulatus,AU,def_endemic,def_endemic
Marianthus laxiflorus,AU,def_endemic,def_endemic
Marianthus microphyllus,AU,def_endemic,def_endemic
Marianthus mollis,AU,def_endemic,def_endemic
Marianthus paralius,AU,def_endemic,def_endemic
Marianthus parviflorus,AU,def_endemic,def_endemic
Marianthus ringens,AU,def_endemic,def_endemic
Marianthus sylvaticus,AU,def_endemic,def_endemic
Marsdenia angustata,AU,def_endemic,def_endemic
Marsdenia australis,AU,def_endemic,def_endemic
Marsdenia brevifolia,AU,def_endemic,def_endemic
Marsdenia brevis,AU,def_endemic,def_endemic
Marsdenia connivens,AU,def_endemic,def_endemic
Marsdenia coronata,AU_MG,possible non-endemic--MG dist,probable non-endemic
Marsdenia cymulosa,AU,def_endemic,def_endemic
Marsdenia flavescens,AU,def_endemic,def_endemic
Marsdenia fraseri,AU,def_endemic,def_endemic
Marsdenia geminata,AU,def_endemic,def_endemic
Marsdenia glandulifera,AU,def_endemic,def_endemic
Marsdenia graniticola,AU,def_endemic,def_endemic
Marsdenia hemiptera,AU,def_endemic,def_endemic
Marsdenia jensenii,AU,def_endemic,def_endemic
Marsdenia lijsae,AU,def_endemic,def_endemic
Marsdenia lloydii,AU_BR,likely_endemic,likely_endemic
Marsdenia longiloba,AU,def_endemic,def_endemic
Marsdenia longipedicellata,AU,def_endemic,def_endemic
Marsdenia micradenia,AU,def_endemic,def_endemic
Marsdenia microlepis,AU,def_endemic,def_endemic
Marsdenia muelleri,AU,def_endemic,def_endemic
Marsdenia paludicola,AU,def_endemic,def_endemic
Marsdenia pleiadenia,AU,def_endemic,def_endemic
Marsdenia pumila,,,NA
Marsdenia rara,AU,def_endemic,def_endemic
Marsdenia rostrata,AU,def_endemic,def_endemic
Marsdenia straminea,AU,def_endemic,def_endemic
Marsdenia suaveolens,AU,def_endemic,def_endemic
Marsdenia suborbicularis,AU_PG,probable non-endemic--PG dist,probable non-endemic
Marsdenia tricholepis,AU_NC_VU,probable non-endemic--NC dist,probable non-endemic
Marsdenia trinervis,AU,def_endemic,def_endemic
Marsdenia velutina,AU_PG,probable non-endemic--PG dist,probable non-endemic
Marsdenia viridiflora,AU,def_endemic,def_endemic
Marsilea angustifolia,AU,def_endemic,def_endemic
Marsilea costulifera,AU,def_endemic,def_endemic
Marsilea crenata,AU_CN_ID_JP_MY_PG_TH_TW,probable non-endemic--PG dist,probable non-endemic
